Match_Date,Match_Format,Opponent,Winner,Margin,Ground,Year,Gender,Toss_Winner,Toss_Decision,Player_of_Match,Event_Name,Home_Away
2016-01-05,ODI,New Zealand,Opponent,36 runs,Bay Oval,2016,male,Sri Lanka,field,MJ Henry,Sri Lanka in New Zealand ODI Series,Away
2016-01-07,T20,New Zealand,Opponent,3 runs,Bay Oval,2016,male,Sri Lanka,field,TA Boult,Sri Lanka in New Zealand T20I Series,Away
2016-01-10,T20,New Zealand,Opponent,9 wickets,Eden Park,2016,male,New Zealand,field,C Munro,Sri Lanka in New Zealand T20I Series,Away
2016-02-09,T20,India,Sri Lanka,5 wickets,Maharashtra Cricket Association Stadium,2016,male,Sri Lanka,field,CAK Rajitha,Sri Lanka in India T20I Series,Away
2016-02-12,T20,India,Opponent,69 runs,JSCA International Stadium Complex,2016,male,Sri Lanka,field,S Dhawan,Sri Lanka in India T20I Series,Away
2016-02-14,T20,India,Opponent,9 wickets,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,male,India,field,R Ashwin,Sri Lanka in India T20I Series,Away
2016-02-25,T20,United Arab Emirates,Sri Lanka,14 runs,Shere Bangla National Stadium,2016,male,United Arab Emirates,field,SL Malinga,Asia Cup,Away
2016-02-28,T20,Bangladesh,Opponent,23 runs,Shere Bangla National Stadium,2016,male,Bangladesh,bat,Sabbir Rahman,Asia Cup,Away
2016-03-01,T20,India,Opponent,5 wickets,Shere Bangla National Stadium,2016,male,India,field,V Kohli,Asia Cup,Away
2016-03-04,T20,Pakistan,Opponent,6 wickets,Shere Bangla National Stadium,2016,male,Pakistan,field,Umar Akmal,Asia Cup,Away
2016-03-15,T20,New Zealand,Opponent,7 wickets,Feroz Shah Kotla,2016,female,Sri Lanka,bat,SW Bates,Women's World T20,Away
2016-03-20,T20,West Indies,Opponent,7 wickets,M Chinnaswamy Stadium,2016,male,West Indies,field,ADS Fletcher,World T20,Away
2016-03-20,T20,Ireland,Sri Lanka,14 runs,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,female,Sri Lanka,bat,CJ Metcalfe,Women's World T20,Away
2016-03-24,T20,Australia,Opponent,9 wickets,Feroz Shah Kotla,2016,female,Sri Lanka,bat,EJ Villani,Women's World T20,Away
2016-03-26,T20,England,Opponent,10 runs,Feroz Shah Kotla,2016,male,Sri Lanka,field,JC Buttler,World T20,Away
2016-03-28,T20,South Africa,Sri Lanka,10 runs,M Chinnaswamy Stadium,2016,female,Sri Lanka,bat,AC Jayangani,Women's World T20,Away
2016-03-28,T20,South Africa,Opponent,8 wickets,Feroz Shah Kotla,2016,male,South Africa,field,AM Phangiso,World T20,Away
2016-05-19,Test,England,Opponent,88 runs,Headingley,2016,male,Sri Lanka,field,JM Bairstow,Sri Lanka in England Test Series,Away
2016-05-27,Test,England,Opponent,9 wickets,Riverside Ground,2016,male,England,bat,JM Anderson,Sri Lanka in England Test Series,Away
2016-06-09,Test,England,Draw,,Lord's,2016,male,England,bat,JM Bairstow,Sri Lanka in England Test Series,Away
2016-06-18,ODI,Ireland,Sri Lanka,136 runs,"The Village, Malahide",2016,male,Ireland,field,nan,Sri Lanka in Ireland ODI Series,Away
2016-06-21,ODI,England,Tie,,Trent Bridge,2016,male,England,field,CR Woakes,Sri Lanka in England ODI Series,Away
2016-06-24,ODI,England,Opponent,10 wickets,Edgbaston,2016,male,Sri Lanka,bat,JJ Roy,Sri Lanka in England ODI Series,Away
2016-06-26,ODI,England,No Result,,County Ground,2016,male,England,field,nan,Sri Lanka in England ODI Series,Away
2016-06-29,ODI,England,Opponent,6 wickets,Kennington Oval,2016,male,England,field,JJ Roy,Sri Lanka in England ODI Series,Away
2016-07-02,ODI,England,Opponent,122 runs,Sophia Gardens,2016,male,Sri Lanka,field,JC Buttler,Sri Lanka in England ODI Series,Away
2016-07-05,T20,England,Opponent,8 wickets,The Rose Bowl,2016,male,Sri Lanka,bat,JC Buttler,nan,Away
2016-07-26,Test,Australia,Sri Lanka,106 runs,Pallekele International Cricket Stadium,2016,male,Sri Lanka,bat,BKG Mendis,Warne-Muralitharan Trophy,Home
2016-08-04,Test,Australia,Sri Lanka,229 runs,Galle International Stadium,2016,male,Sri Lanka,bat,MDK Perera,Warne-Muralitharan Trophy,Home
2016-08-13,Test,Australia,Sri Lanka,163 runs,Sinhalese Sports Club Ground,2016,male,Sri Lanka,bat,HMRKB Herath,Warne-Muralitharan Trophy,Home
2016-08-21,ODI,Australia,Opponent,3 wickets,R Premadasa Stadium,2016,male,Australia,field,JP Faulkner,Australia in Sri Lanka ODI Series,Home
2016-08-24,ODI,Australia,Sri Lanka,82 runs,R Premadasa Stadium,2016,male,Sri Lanka,bat,AD Mathews,Australia in Sri Lanka ODI Series,Home
2016-08-28,ODI,Australia,Opponent,2 wickets,Rangiri Dambulla International Stadium,2016,male,Sri Lanka,bat,GJ Bailey,Australia in Sri Lanka ODI Series,Home
2016-08-31,ODI,Australia,Opponent,6 wickets,Rangiri Dambulla International Stadium,2016,male,Sri Lanka,bat,JW Hastings,Australia in Sri Lanka ODI Series,Home
2016-09-04,ODI,Australia,Opponent,5 wickets,Pallekele International Cricket Stadium,2016,male,Sri Lanka,bat,DA Warner,Australia in Sri Lanka ODI Series,Home
2016-09-06,T20,Australia,Opponent,85 runs,Pallekele International Cricket Stadium,2016,male,Sri Lanka,field,GJ Maxwell,Australia in Sri Lanka T20I Series,Home
2016-09-09,T20,Australia,Opponent,4 wickets,R Premadasa Stadium,2016,male,Sri Lanka,bat,GJ Maxwell,Australia in Sri Lanka T20I Series,Home
2016-09-18,ODI,Australia,Opponent,4 wickets,Rangiri Dambulla International Stadium,2016,female,Sri Lanka,bat,nan,Australia Women in Sri Lanka ODI Series,Home
2016-09-25,ODI,Australia,Opponent,137 runs,Khettarama Stadium,2016,female,Australia,bat,NE Bolton,ICC Women's Championship,Home
2016-09-27,T20,Australia,Opponent,10 wickets,Sinhalese Sports Club Ground,2016,female,Australia,field,KM Beams,nan,Home
2016-10-29,Test,Zimbabwe,Sri Lanka,225 runs,Harare Sports Club,2016,male,Sri Lanka,bat,AG Cremer,Sri Lanka in Zimbabwe Test Series,Away
2016-11-06,Test,Zimbabwe,Sri Lanka,257 runs,Harare Sports Club,2016,male,Zimbabwe,field,HMRKB Herath,Sri Lanka in Zimbabwe Test Series,Away
2016-11-09,ODI,England,Opponent,8 wickets,Sinhalese Sports Club Ground,2016,female,Sri Lanka,bat,nan,England Women in Sri Lanka ODI Series,Home
2016-11-14,ODI,Zimbabwe,Sri Lanka,8 wickets,Harare Sports Club,2016,male,Sri Lanka,field,DM de Silva,Zimbabwe Tri-Nation Series,Away
2016-11-15,ODI,England,Opponent,5 wickets,R Premadasa Stadium,2016,female,Sri Lanka,bat,nan,ICC Women's Championship,Home
2016-11-16,ODI,West Indies,Opponent,62 runs,Harare Sports Club,2016,male,Sri Lanka,field,JO Holder,Zimbabwe Tri-Nation Series,Away
2016-11-17,ODI,England,Opponent,162 runs,R Premadasa Stadium,2016,female,England,bat,nan,ICC Women's Championship,Home
2016-11-21,ODI,Zimbabwe,No Result,,Queens Sports Club,2016,male,Zimbabwe,bat,nan,Zimbabwe Tri-Nation Series,Away
2016-11-23,ODI,West Indies,Sri Lanka,1 run,Queens Sports Club,2016,male,West Indies,field,BKG Mendis,Zimbabwe Tri-Nation Series,Away
2016-11-27,ODI,Zimbabwe,Sri Lanka,6 wickets,Queens Sports Club,2016,male,Zimbabwe,bat,BKG Mendis,Zimbabwe Tri-Nation Series,Away
2016-12-26,Test,South Africa,Opponent,206 runs,St George's Park,2016,male,South Africa,bat,SC Cook,Sri Lanka in South Africa Test Series,Away
2017-01-02,Test,South Africa,Opponent,282 runs,Newlands,2017,male,Sri Lanka,field,K Rabada,Sri Lanka in South Africa Test Series,Away
2017-01-12,Test,South Africa,Opponent,118 runs,New Wanderers Stadium,2017,male,South Africa,bat,JP Duminy,Sri Lanka in South Africa Test Series,Away
2017-01-20,T20,South Africa,Opponent,19 runs,SuperSport Park,2017,male,Sri Lanka,field,L Ngidi,Sri Lanka in South Africa T20I Series,Away
2017-01-22,T20,South Africa,Sri Lanka,3 wickets,New Wanderers Stadium,2017,male,South Africa,bat,AD Mathews,Sri Lanka in South Africa T20I Series,Away
2017-01-25,T20,South Africa,Sri Lanka,5 wickets,Newlands,2017,male,South Africa,bat,N Dickwella,Sri Lanka in South Africa T20I Series,Away
2017-01-28,ODI,South Africa,Opponent,8 wickets,St George's Park,2017,male,South Africa,field,Imran Tahir,Sri Lanka in South Africa ODI Series,Away
2017-02-01,ODI,South Africa,Opponent,121 runs,Kingsmead,2017,male,Sri Lanka,field,F du Plessis,Sri Lanka in South Africa ODI Series,Away
2017-02-04,ODI,South Africa,Opponent,7 wickets,New Wanderers Stadium,2017,male,South Africa,field,D Pretorius,Sri Lanka in South Africa ODI Series,Away
2017-02-07,ODI,India,Opponent,114 runs,P Sara Oval,2017,female,India,bat,DP Vaidya,ICC Women's World Cup Qualifier,Home
2017-02-07,ODI,South Africa,Opponent,40 runs,Newlands,2017,male,South Africa,bat,F du Plessis,Sri Lanka in South Africa ODI Series,Away
2017-02-08,ODI,Ireland,Sri Lanka,146 runs,Nondescripts Cricket Club Ground,2017,female,Sri Lanka,bat,SIP Fernando,ICC Women's World Cup Qualifier,Away
2017-02-10,ODI,South Africa,Opponent,88 runs,SuperSport Park,2017,male,Sri Lanka,field,HM Amla,Sri Lanka in South Africa ODI Series,Away
2017-02-15,ODI,Pakistan,Sri Lanka,5 wickets,Nondescripts Cricket Club Ground,2017,female,Sri Lanka,field,LE Kaushalya,ICC Women's World Cup Qualifier,Away
2017-02-17,T20,Australia,Sri Lanka,5 wickets,Melbourne Cricket Ground,2017,male,Sri Lanka,field,DAS Gunaratne,Sri Lanka in Australia T20I Series,Away
2017-02-17,ODI,South Africa,Opponent,9 wickets,P Sara Oval,2017,female,Sri Lanka,bat,S Luus,ICC Women's World Cup Qualifier,Home
2017-02-19,ODI,Bangladesh,Sri Lanka,42 runs,Nondescripts Cricket Club Ground,2017,female,Bangladesh,field,AC Jayangani,ICC Women's World Cup Qualifier,Away
2017-02-19,T20,Australia,Sri Lanka,2 wickets,"Simonds Stadium, South Geelong",2017,male,Sri Lanka,field,DAS Gunaratne,Sri Lanka in Australia T20I Series,Away
2017-02-22,T20,Australia,Opponent,41 runs,Adelaide Oval,2017,male,Sri Lanka,field,A Zampa,Sri Lanka in Australia T20I Series,Away
2017-03-07,Test,Bangladesh,Sri Lanka,259 runs,Galle International Stadium,2017,male,Sri Lanka,bat,BKG Mendis,Bangladesh in Sri Lanka Test Series,Home
2017-03-15,Test,Bangladesh,Opponent,4 wickets,P Sara Oval,2017,male,Sri Lanka,bat,Tamim Iqbal,Bangladesh in Sri Lanka Test Series,Home
2017-03-25,ODI,Bangladesh,Opponent,90 runs,Rangiri Dambulla International Stadium,2017,male,Sri Lanka,field,Tamim Iqbal,Bangladesh in Sri Lanka ODI Series,Home
2017-03-28,ODI,Bangladesh,No Result,,Rangiri Dambulla International Stadium,2017,male,Sri Lanka,bat,nan,Bangladesh in Sri Lanka ODI Series,Home
2017-04-01,ODI,Bangladesh,Sri Lanka,70 runs,Sinhalese Sports Club Ground,2017,male,Bangladesh,field,NLTC Perera,Bangladesh in Sri Lanka ODI Series,Home
2017-04-04,T20,Bangladesh,Sri Lanka,6 wickets,R Premadasa Stadium,2017,male,Bangladesh,bat,MDKJ Perera,Bangladesh in Sri Lanka T20I Series,Home
2017-04-06,T20,Bangladesh,Opponent,45 runs,R Premadasa Stadium,2017,male,Bangladesh,bat,Shakib Al Hasan,Bangladesh in Sri Lanka T20I Series,Home
2017-06-03,ODI,South Africa,Opponent,96 runs,Kennington Oval,2017,male,Sri Lanka,field,Imran Tahir,ICC Champions Trophy,Away
2017-06-08,ODI,India,Sri Lanka,7 wickets,Kennington Oval,2017,male,Sri Lanka,field,BKG Mendis,ICC Champions Trophy,Away
2017-06-12,ODI,Pakistan,Opponent,3 wickets,Sophia Gardens,2017,male,Pakistan,field,Sarfraz Ahmed,ICC Champions Trophy,Away
2017-06-24,ODI,New Zealand,Opponent,9 wickets,County Ground,2017,female,New Zealand,field,HR Huddleston,ICC Women's World Cup,Away
2017-06-29,ODI,Australia,Opponent,8 wickets,County Ground,2017,female,Australia,field,AC Jayangani,ICC Women's World Cup,Away
2017-06-30,ODI,Zimbabwe,Opponent,6 wickets,Galle International Stadium,2017,male,Sri Lanka,bat,SF Mire,Zimbabwe in Sri Lanka ODI Series,Home
2017-07-02,ODI,Zimbabwe,Sri Lanka,7 wickets,Galle International Stadium,2017,male,Sri Lanka,field,PADLR Sandakan,Zimbabwe in Sri Lanka ODI Series,Home
2017-07-02,ODI,England,Opponent,7 wickets,County Ground,2017,female,Sri Lanka,bat,LA Marsh,ICC Women's World Cup,Away
2017-07-05,ODI,India,Opponent,16 runs,County Ground,2017,female,India,bat,DB Sharma,ICC Women's World Cup,Away
2017-07-06,ODI,Zimbabwe,Sri Lanka,8 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2017,male,Sri Lanka,field,MD Gunathilaka,Zimbabwe in Sri Lanka ODI Series,Away
2017-07-08,ODI,Zimbabwe,Opponent,4 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2017,male,Sri Lanka,bat,CR Ervine,Zimbabwe in Sri Lanka ODI Series,Away
2017-07-09,ODI,West Indies,Opponent,47 runs,County Ground,2017,female,Sri Lanka,field,A Mohammed,ICC Women's World Cup,Away
2017-07-10,ODI,Zimbabwe,Opponent,3 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2017,male,Zimbabwe,field,Sikandar Raza,Zimbabwe in Sri Lanka ODI Series,Away
2017-07-12,ODI,South Africa,Opponent,8 wickets,County Ground,2017,female,Sri Lanka,bat,D van Niekerk,ICC Women's World Cup,Away
2017-07-14,Test,Zimbabwe,Sri Lanka,4 wickets,"R.Premadasa Stadium, Khettarama",2017,male,Zimbabwe,bat,DAS Gunaratne,Zimbabwe tour of Sri Lanka,Home
2017-07-15,ODI,Pakistan,Sri Lanka,15 runs,Grace Road,2017,female,Sri Lanka,bat,HHC Gunaratne,ICC Women's World Cup,Away
2017-07-26,Test,India,Opponent,304 runs,Galle International Stadium,2017,male,India,bat,S Dhawan,India tour of Sri Lanka,Home
2017-08-03,Test,India,Opponent,53 runs,Sinhalese Sports Club Ground,2017,male,India,bat,RA Jadeja,India tour of Sri Lanka,Home
2017-08-12,Test,India,Opponent,171 runs,Pallekele International Cricket Stadium,2017,male,India,bat,HH Pandya,India tour of Sri Lanka,Home
2017-08-20,ODI,India,Opponent,9 wickets,Rangiri Dambulla International Stadium,2017,male,India,field,S Dhawan,India tour of Sri Lanka,Home
2017-08-24,ODI,India,Opponent,3 wickets,Pallekele International Cricket Stadium,2017,male,India,field,A Dananjaya,India tour of Sri Lanka,Home
2017-08-27,ODI,India,Opponent,6 wickets,Pallekele International Cricket Stadium,2017,male,Sri Lanka,bat,JJ Bumrah,India tour of Sri Lanka,Home
2017-08-31,ODI,India,Opponent,168 runs,"R.Premadasa Stadium, Khettarama",2017,male,India,bat,V Kohli,India tour of Sri Lanka,Home
2017-09-03,ODI,India,Opponent,6 wickets,"R.Premadasa Stadium, Khettarama",2017,male,Sri Lanka,bat,B Kumar,India tour of Sri Lanka,Home
2017-09-06,T20,India,Opponent,7 wickets,"R.Premadasa Stadium, Khettarama",2017,male,India,field,V Kohli,India tour of Sri Lanka,Home
2017-09-28,Test,Pakistan,Sri Lanka,21 runs,Sheikh Zayed Stadium,2017,male,Sri Lanka,bat,HMRKB Herath,Sri Lanka tour of United Arab Emirates and Pakistan,Away
2017-10-06,Test,Pakistan,Sri Lanka,68 runs,Dubai International Cricket Stadium,2017,male,Sri Lanka,bat,FDM Karunaratne,Sri Lanka tour of United Arab Emirates and Pakistan,Away
2017-10-13,ODI,Pakistan,Opponent,83 runs,Dubai International Cricket Stadium,2017,male,Sri Lanka,field,Shoaib Malik,Pakistan tour of United Arab Emirates,Away
2017-10-16,ODI,Pakistan,Opponent,32 runs,Sheikh Zayed Stadium,2017,male,Pakistan,bat,Shadab Khan,Pakistan tour of United Arab Emirates,Away
2017-10-18,ODI,Pakistan,Opponent,7 wickets,Sheikh Zayed Stadium,2017,male,Sri Lanka,bat,Imam-ul-Haq,Pakistan tour of United Arab Emirates,Away
2017-10-20,ODI,Pakistan,Opponent,7 wickets,Sharjah Cricket Stadium,2017,male,Sri Lanka,bat,Babar Azam,Pakistan tour of United Arab Emirates,Away
2017-10-21,T20,West Indies,Opponent,47 runs,Coolidge Cricket Ground,2017,female,West Indies,bat,ASS Fletcher,Sri Lanka Women tour of West Indies,Away
2017-10-23,ODI,Pakistan,Opponent,9 wickets,Sharjah Cricket Stadium,2017,male,Sri Lanka,bat,Usman Shinwari,Pakistan tour of United Arab Emirates,Away
2017-10-26,T20,Pakistan,Opponent,7 wickets,Sheikh Zayed Stadium,2017,male,Pakistan,field,Usman Shinwari,Sri Lanka tour of United Arab Emirates and Pakistan,Away
2017-10-27,T20,Pakistan,Opponent,2 wickets,Sheikh Zayed Stadium,2017,male,Pakistan,field,Shadab Khan,Sri Lanka tour of United Arab Emirates and Pakistan,Away
2017-10-29,T20,Pakistan,Opponent,36 runs,Gaddafi Stadium,2017,male,Sri Lanka,field,Shoaib Malik,Sri Lanka tour of United Arab Emirates and Pakistan,Away
2017-11-16,Test,India,Draw,,Eden Gardens,2017,male,Sri Lanka,field,B Kumar,Sri Lanka tour of India,Away
2017-11-24,Test,India,Opponent,239 runs,"Vidarbha Cricket Association Stadium, Jamtha",2017,male,Sri Lanka,bat,V Kohli,Sri Lanka tour of India,Away
2017-12-02,Test,India,Draw,,Arun Jaitley Stadium,2017,male,India,bat,V Kohli,Sri Lanka tour of India,Away
2017-12-10,ODI,India,Sri Lanka,7 wickets,Himachal Pradesh Cricket Association Stadium,2017,male,Sri Lanka,field,RAS Lakmal,Sri Lanka tour of India,Away
2017-12-13,ODI,India,Opponent,141 runs,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017,male,Sri Lanka,field,RG Sharma,Sri Lanka tour of India,Away
2017-12-17,ODI,India,Opponent,8 wickets,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2017,male,India,field,Kuldeep Yadav,Sri Lanka tour of India,Away
2017-12-20,T20,India,Opponent,93 runs,Barabati Stadium,2017,male,Sri Lanka,field,YS Chahal,Sri Lanka tour of India,Away
2017-12-22,T20,India,Opponent,88 runs,Holkar Cricket Stadium,2017,male,Sri Lanka,field,RG Sharma,Sri Lanka tour of India,Away
2017-12-24,T20,India,Opponent,5 wickets,Wankhede Stadium,2017,male,India,field,JD Unadkat,Sri Lanka tour of India,Away
2018-01-17,ODI,Zimbabwe,Opponent,12 runs,"Shere Bangla National Stadium, Mirpur",2018,male,Sri Lanka,field,Sikandar Raza,Tri-Nation Tournament in Bangladesh,Away
2018-01-19,ODI,Bangladesh,Opponent,163 runs,"Shere Bangla National Stadium, Mirpur",2018,male,Bangladesh,bat,Shakib Al Hasan,Tri-Nation Tournament in Bangladesh,Away
2018-01-21,ODI,Zimbabwe,Sri Lanka,5 wickets,"Shere Bangla National Stadium, Mirpur",2018,male,Zimbabwe,bat,NLTC Perera,Tri-Nation Tournament in Bangladesh,Away
2018-01-25,ODI,Bangladesh,Sri Lanka,10 wickets,"Shere Bangla National Stadium, Mirpur",2018,male,Bangladesh,bat,RAS Lakmal,Tri-Nation Tournament in Bangladesh,Away
2018-01-27,ODI,Bangladesh,Sri Lanka,79 runs,"Shere Bangla National Stadium, Mirpur",2018,male,Sri Lanka,bat,WU Tharanga,Tri-Nation Tournament in Bangladesh,Away
2018-01-31,Test,Bangladesh,Draw,,Zahur Ahmed Chowdhury Stadium,2018,male,Bangladesh,bat,Mominul Haque,Sri Lanka tour of Bangladesh,Away
2018-02-08,Test,Bangladesh,Sri Lanka,215 runs,"Shere Bangla National Stadium, Mirpur",2018,male,Sri Lanka,bat,ARS Silva,Sri Lanka tour of Bangladesh,Away
2018-02-15,T20,Bangladesh,Sri Lanka,6 wickets,"Shere Bangla National Stadium, Mirpur",2018,male,Bangladesh,bat,BKG Mendis,Sri Lanka tour of Bangladesh,Away
2018-02-18,T20,Bangladesh,Sri Lanka,75 runs,Sylhet International Cricket Stadium,2018,male,Bangladesh,field,BKG Mendis,Sri Lanka tour of Bangladesh,Away
2018-03-06,T20,India,Sri Lanka,5 wickets,"R.Premadasa Stadium, Khettarama",2018,male,Sri Lanka,field,MDKJ Perera,Nidahas Trophy,Home
2018-03-10,T20,Bangladesh,Opponent,5 wickets,"R.Premadasa Stadium, Khettarama",2018,male,Bangladesh,field,Mushfiqur Rahim,Nidahas Trophy,Home
2018-03-12,T20,India,Opponent,6 wickets,"R.Premadasa Stadium, Khettarama",2018,male,India,field,SN Thakur,Nidahas Trophy,Home
2018-03-16,T20,Bangladesh,Opponent,2 wickets,"R.Premadasa Stadium, Khettarama",2018,male,Bangladesh,field,Mahmudullah,Nidahas Trophy,Home
2018-03-22,ODI,Pakistan,Opponent,94 runs,Rangiri Dambulla International Stadium,2018,female,Pakistan,bat,Bismah Maroof,ICC Women's Championship,Home
2018-03-24,ODI,Pakistan,Opponent,108 runs,Rangiri Dambulla International Stadium,2018,female,Pakistan,bat,Sana Mir,ICC Women's Championship,Home
2018-03-28,T20,Pakistan,Opponent,1 wicket,Sinhalese Sports Club Ground,2018,female,Pakistan,field,Javeria Khan,Pakistan Women tour of Sri Lanka,Home
2018-03-30,T20,Pakistan,Sri Lanka,7 wickets,Nondescripts Cricket Club Ground,2018,female,Pakistan,bat,HASD Siriwardene,Pakistan Women tour of Sri Lanka,Away
2018-06-04,T20,Malaysia,Sri Lanka,90 runs,Royal Selangor Club,2018,female,Malaysia,field,NND de Silva,Women's Twenty20 Asia Cup,Away
2018-06-06,T20,Pakistan,Opponent,23 runs,Kinrara Academy Oval,2018,female,Sri Lanka,field,Nida Dar,Women's Twenty20 Asia Cup,Away
2018-06-06,Test,West Indies,Opponent,226 runs,"Queen's Park Oval, Port of Spain",2018,male,West Indies,bat,SO Dowrich,Sri Lanka tour of West Indies,Away
2018-06-07,T20,India,Opponent,7 wickets,Royal Selangor Club,2018,female,Sri Lanka,bat,AA Patil,Women's Twenty20 Asia Cup,Away
2018-06-09,T20,Thailand,Opponent,4 wickets,Royal Selangor Club,2018,female,Thailand,field,W Liengprasert,Women's Twenty20 Asia Cup,Away
2018-06-14,Test,West Indies,Draw,,"Daren Sammy National Cricket Stadium, Gros Islet",2018,male,Sri Lanka,bat,ST Gabriel,Sri Lanka tour of West Indies,Away
2018-06-23,Test,West Indies,Sri Lanka,4 wickets,"Kensington Oval, Bridgetown",2018,male,West Indies,bat,JO Holder,Sri Lanka tour of West Indies,Away
2018-07-12,Test,South Africa,Sri Lanka,278 runs,Galle International Stadium,2018,male,Sri Lanka,bat,FDM Karunaratne,South Africa tour of Sri Lanka,Home
2018-07-20,Test,South Africa,Sri Lanka,199 runs,Sinhalese Sports Club Ground,2018,male,Sri Lanka,bat,FDM Karunaratne,South Africa tour of Sri Lanka,Home
2018-07-29,ODI,South Africa,Opponent,5 wickets,Rangiri Dambulla International Stadium,2018,male,Sri Lanka,bat,T Shamsi,South Africa tour of Sri Lanka,Home
2018-08-01,ODI,South Africa,Opponent,4 wickets,Rangiri Dambulla International Stadium,2018,male,Sri Lanka,bat,Q de Kock,South Africa tour of Sri Lanka,Home
2018-08-05,ODI,South Africa,Opponent,78 runs,Pallekele International Cricket Stadium,2018,male,Sri Lanka,field,RR Hendricks,South Africa tour of Sri Lanka,Home
2018-08-08,ODI,South Africa,Sri Lanka,3 runs,Pallekele International Cricket Stadium,2018,male,South Africa,field,MD Shanaka,South Africa tour of Sri Lanka,Home
2018-08-12,ODI,South Africa,Sri Lanka,178 runs,"R.Premadasa Stadium, Khettarama",2018,male,Sri Lanka,bat,A Dananjaya,South Africa tour of Sri Lanka,Home
2018-08-14,T20,South Africa,Sri Lanka,3 wickets,"R.Premadasa Stadium, Khettarama",2018,male,South Africa,bat,DM de Silva,South Africa tour of Sri Lanka,Home
2018-09-11,ODI,India,Opponent,9 wickets,Galle International Stadium,2018,female,Sri Lanka,bat,nan,ICC Women's Championship,Home
2018-09-13,ODI,India,Opponent,7 runs,Galle International Stadium,2018,female,India,bat,nan,ICC Women's Championship,Home
2018-09-15,ODI,Bangladesh,Opponent,137 runs,Dubai International Cricket Stadium,2018,male,Bangladesh,bat,Mushfiqur Rahim,Asia Cup,Away
2018-09-16,ODI,India,Sri Lanka,3 wickets,Chilaw Marians Cricket Club Ground,2018,female,Sri Lanka,field,nan,ICC Women's Championship,Away
2018-09-21,T20,India,No Result,,Colts Cricket Club Ground,2018,female,India,field,nan,India Women tour of Sri Lanka,Away
2018-09-22,T20,India,Opponent,5 wickets,Colombo Cricket Club Ground,2018,female,India,field,nan,India Women tour of Sri Lanka,Home
2018-09-24,T20,India,Opponent,7 wickets,Colombo Cricket Club Ground,2018,female,India,field,nan,India Women tour of Sri Lanka,Home
2018-09-25,T20,India,Opponent,51 runs,Chilaw Marians Cricket Club Ground,2018,female,Sri Lanka,field,nan,India Women tour of Sri Lanka,Away
2018-10-10,ODI,England,No Result,,Rangiri Dambulla International Stadium,2018,male,Sri Lanka,field,nan,England tour of Sri Lanka,Home
2018-10-13,ODI,England,Opponent,31 runs,Rangiri Dambulla International Stadium,2018,male,Sri Lanka,field,EJG Morgan,England tour of Sri Lanka,Home
2018-10-17,ODI,England,Opponent,7 wickets,Pallekele International Cricket Stadium,2018,male,England,field,AU Rashid,England tour of Sri Lanka,Home
2018-10-20,ODI,England,Opponent,18 runs,Pallekele International Cricket Stadium,2018,male,England,field,EJG Morgan,England tour of Sri Lanka,Home
2018-10-23,ODI,England,Sri Lanka,219 runs,"R.Premadasa Stadium, Khettarama",2018,male,Sri Lanka,bat,N Dickwella,England tour of Sri Lanka,Home
2018-10-27,T20,England,Opponent,30 runs,"R.Premadasa Stadium, Khettarama",2018,male,Sri Lanka,field,JL Denly,England tour of Sri Lanka,Home
2018-11-06,Test,England,Opponent,211 runs,Galle International Stadium,2018,male,England,bat,BT Foakes,England tour of Sri Lanka,Home
2018-11-12,T20,South Africa,Opponent,7 wickets,"Daren Sammy National Cricket Stadium, Gros Islet",2018,female,South Africa,field,S Ismail,ICC Women's T20 World Cup,Away
2018-11-14,Test,England,Opponent,57 runs,Pallekele International Cricket Stadium,2018,male,England,bat,JE Root,England tour of Sri Lanka,Home
2018-11-14,T20,Bangladesh,Sri Lanka,25 runs,"Daren Sammy National Cricket Stadium, Gros Islet",2018,female,Bangladesh,field,HASD Siriwardene,ICC Women's T20 World Cup,Away
2018-11-16,T20,West Indies,Opponent,83 runs,"Daren Sammy National Cricket Stadium, Gros Islet",2018,female,West Indies,bat,HK Matthews,ICC Women's T20 World Cup,Away
2018-11-23,Test,England,Opponent,42 runs,Sinhalese Sports Club Ground,2018,male,England,bat,JM Bairstow,England tour of Sri Lanka,Home
2018-12-15,Test,New Zealand,Draw,,"Basin Reserve, Wellington",2018,male,New Zealand,field,TWM Latham,Sri Lanka tour of New Zealand,Away
2018-12-26,Test,New Zealand,Opponent,423 runs,Hagley Oval,2018,male,Sri Lanka,field,TG Southee,Sri Lanka tour of New Zealand,Away
2019-01-03,ODI,New Zealand,Opponent,45 runs,Bay Oval,2019,male,New Zealand,bat,MJ Guptill,Sri Lanka tour of New Zealand,Away
2019-01-05,ODI,New Zealand,Opponent,21 runs,Bay Oval,2019,male,New Zealand,bat,NLTC Perera,Sri Lanka tour of New Zealand,Away
